x,y,label,filename,slide,split,tumortype
4869.5,148.5,0,017.tiff,17,train,human breast cancer
777.0,592.0,0,018.tiff,18,train,human breast cancer
3831.0,4414.0,1,018.tiff,18,train,human breast cancer
6844.0,4421.0,0,018.tiff,18,train,human breast cancer
6441.0,4638.0,0,018.tiff,18,train,human breast cancer
3750.5,913.0,1,018.tiff,18,train,human breast cancer
5587.0,2033.0,1,018.tiff,18,train,human breast cancer
5553.5,397.0,0,018.tiff,18,train,human breast cancer
3135.0,1728.0,0,019.tiff,19,train,human breast cancer
3452.0,2888.0,0,019.tiff,19,train,human breast cancer
4903.0,3405.0,0,019.tiff,19,train,human breast cancer
5067.0,4224.0,0,019.tiff,19,train,human breast cancer
4421.0,4666.0,0,019.tiff,19,train,human breast cancer
2643.5,3718.5,0,019.tiff,19,train,human breast cancer
4638.0,3043.5,0,019.tiff,19,train,human breast cancer
2954.0,729.0,1,020.tiff,20,train,human breast cancer
3868.0,456.0,1,020.tiff,20,train,human breast cancer
5072.0,659.0,0,020.tiff,20,train,human breast cancer
2668.0,1308.0,1,020.tiff,20,train,human breast cancer
2943.0,1011.0,1,020.tiff,20,train,human breast cancer
2859.0,890.0,0,020.tiff,20,train,human breast cancer
432.0,1614.0,1,020.tiff,20,train,human breast cancer
773.0,1821.0,1,020.tiff,20,train,human breast cancer
1174.0,2096.0,0,020.tiff,20,train,human breast cancer
2216.0,1766.0,1,020.tiff,20,train,human breast cancer
7085.0,1994.0,0,020.tiff,20,train,human breast cancer
4192.0,3119.0,1,020.tiff,20,train,human breast cancer
4454.0,2858.0,1,020.tiff,20,train,human breast cancer
2115.0,3560.0,1,020.tiff,20,train,human breast cancer
4209.0,3882.0,1,020.tiff,20,train,human breast cancer
3782.0,3514.0,0,020.tiff,20,train,human breast cancer
5584.0,3711.0,0,020.tiff,20,train,human breast cancer
438.0,4576.0,0,020.tiff,20,train,human breast cancer
3498.0,3985.0,0,020.tiff,20,train,human breast cancer
4484.0,4924.0,1,020.tiff,20,train,human breast cancer
5352.0,4810.0,0,020.tiff,20,train,human breast cancer
6191.0,5016.0,1,020.tiff,20,train,human breast cancer
3938.0,2788.0,1,020.tiff,20,train,human breast cancer
4219.0,3679.0,0,020.tiff,20,train,human breast cancer
3187.5,4871.5,0,020.tiff,20,train,human breast cancer
1997.0,3694.0,0,020.tiff,20,train,human breast cancer
2400.0,212.0,1,021.tiff,21,train,human breast cancer
2568.0,349.0,0,021.tiff,21,train,human breast cancer
2784.0,54.0,0,021.tiff,21,train,human breast cancer
291.0,98.0,0,021.tiff,21,train,human breast cancer
1086.0,407.0,1,021.tiff,21,train,human breast cancer
684.0,2849.0,0,021.tiff,21,train,human breast cancer
459.0,2727.0,1,021.tiff,21,train,human breast cancer
3283.0,2456.0,1,021.tiff,21,train,human breast cancer
4619.0,2576.0,0,021.tiff,21,train,human breast cancer
5100.0,3175.0,1,021.tiff,21,train,human breast cancer
6605.0,3443.0,0,021.tiff,21,train,human breast cancer
1591.0,4208.0,1,021.tiff,21,train,human breast cancer
2092.0,4536.0,0,021.tiff,21,train,human breast cancer
2493.0,5173.0,1,021.tiff,21,train,human breast cancer
6460.0,3902.0,0,021.tiff,21,train,human breast cancer
7068.0,1202.0,1,022.tiff,22,train,human breast cancer
908.0,1931.0,1,022.tiff,22,train,human breast cancer
6017.0,2246.0,0,022.tiff,22,train,human breast cancer
2310.0,2479.0,1,022.tiff,22,train,human breast cancer
6849.5,3861.5,0,022.tiff,22,train,human breast cancer
3377.5,3099.5,0,022.tiff,22,train,human breast cancer
4035.0,5002.5,0,022.tiff,22,train,human breast cancer
4562.5,1402.5,0,022.tiff,22,train,human breast cancer
1359.0,694.0,1,023.tiff,23,train,human breast cancer
1014.0,111.0,1,023.tiff,23,train,human breast cancer
3801.0,559.0,1,023.tiff,23,train,human breast cancer
2353.0,1071.0,0,023.tiff,23,train,human breast cancer
5756.0,969.0,0,023.tiff,23,train,human breast cancer
1977.0,2751.0,1,023.tiff,23,train,human breast cancer
6197.0,2522.0,1,023.tiff,23,train,human breast cancer
1028.0,3705.0,1,023.tiff,23,train,human breast cancer
1072.0,3740.0,1,023.tiff,23,train,human breast cancer
1500.0,3602.0,1,023.tiff,23,train,human breast cancer
1416.0,3715.0,0,023.tiff,23,train,human breast cancer
468.0,3702.0,0,023.tiff,23,train,human breast cancer
6570.0,3745.0,0,023.tiff,23,train,human breast cancer
1721.0,4200.0,0,023.tiff,23,train,human breast cancer
300.0,5048.0,1,023.tiff,23,train,human breast cancer
1224.0,5093.0,1,023.tiff,23,train,human breast cancer
881.0,5276.0,1,023.tiff,23,train,human breast cancer
1515.0,5286.0,1,023.tiff,23,train,human breast cancer
6659.0,4938.0,0,023.tiff,23,train,human breast cancer
29.5,2314.5,0,023.tiff,23,train,human breast cancer
2223.5,101.0,0,023.tiff,23,train,human breast cancer
2687.0,690.0,0,024.tiff,24,train,human breast cancer
2510.0,16.0,1,024.tiff,24,train,human breast cancer
2118.0,355.0,0,024.tiff,24,train,human breast cancer
1795.0,124.0,0,024.tiff,24,train,human breast cancer
1110.0,765.0,1,024.tiff,24,train,human breast cancer
1370.0,899.0,0,024.tiff,24,train,human breast cancer
550.0,47.0,1,024.tiff,24,train,human breast cancer
3412.0,448.0,0,024.tiff,24,train,human breast cancer
3692.0,507.0,1,024.tiff,24,train,human breast cancer
4731.0,675.0,1,024.tiff,24,train,human breast cancer
5723.0,790.0,1,024.tiff,24,train,human breast cancer
6670.0,812.0,1,024.tiff,24,train,human breast cancer
6826.0,289.0,1,024.tiff,24,train,human breast cancer
6739.0,38.0,1,024.tiff,24,train,human breast cancer
6802.0,167.0,0,024.tiff,24,train,human breast cancer
1370.0,1439.0,1,024.tiff,24,train,human breast cancer
529.0,885.0,1,024.tiff,24,train,human breast cancer
2697.0,1167.0,1,024.tiff,24,train,human breast cancer
2899.0,1239.0,1,024.tiff,24,train,human breast cancer
3619.0,889.0,0,024.tiff,24,train,human breast cancer
3849.0,1175.0,0,024.tiff,24,train,human breast cancer
5430.0,1300.0,1,024.tiff,24,train,human breast cancer
5879.0,980.0,1,024.tiff,24,train,human breast cancer
6190.0,1249.0,1,024.tiff,24,train,human breast cancer
6234.0,1529.0,1,024.tiff,24,train,human breast cancer
5960.0,1245.0,0,024.tiff,24,train,human breast cancer
446.0,2338.0,1,024.tiff,24,train,human breast cancer
1313.0,1590.0,0,024.tiff,24,train,human breast cancer
1195.0,2048.0,0,024.tiff,24,train,human breast cancer
2220.0,2005.0,1,024.tiff,24,train,human breast cancer
2412.0,2050.0,0,024.tiff,24,train,human breast cancer
1689.0,2354.0,0,024.tiff,24,train,human breast cancer
3799.0,2170.0,1,024.tiff,24,train,human breast cancer
3760.0,1839.0,1,024.tiff,24,train,human breast cancer
5329.0,1797.0,1,024.tiff,24,train,human breast cancer
5433.0,2051.0,1,024.tiff,24,train,human breast cancer
4968.0,1810.0,0,024.tiff,24,train,human breast cancer
5919.0,1833.0,1,024.tiff,24,train,human breast cancer
6171.0,2326.0,0,024.tiff,24,train,human breast cancer
342.0,2678.0,1,024.tiff,24,train,human breast cancer
1677.0,2556.0,0,024.tiff,24,train,human breast cancer
3464.0,2475.0,0,024.tiff,24,train,human breast cancer
4880.0,2580.0,1,024.tiff,24,train,human breast cancer
5161.0,2588.0,1,024.tiff,24,train,human breast cancer
4460.0,2664.0,0,024.tiff,24,train,human breast cancer
4375.0,2432.0,1,024.tiff,24,train,human breast cancer
1727.0,3408.0,1,024.tiff,24,train,human breast cancer
2977.0,3453.0,0,024.tiff,24,train,human breast cancer
3200.0,3487.0,0,024.tiff,24,train,human breast cancer
3198.0,3342.0,0,024.tiff,24,train,human breast cancer
4617.0,3540.0,1,024.tiff,24,train,human breast cancer
6229.0,3679.0,1,024.tiff,24,train,human breast cancer
6026.0,3842.0,1,024.tiff,24,train,human breast cancer
6634.0,3885.0,0,024.tiff,24,train,human breast cancer
6626.0,3251.0,1,024.tiff,24,train,human breast cancer
5862.0,3823.0,0,024.tiff,24,train,human breast cancer
