x,y,label,filename,slide,split
21788,70088,1,add0a9bbc53d1d9bac4c.svs,2,test
21882,69554,0,add0a9bbc53d1d9bac4c.svs,2,test
20886,70109,1,add0a9bbc53d1d9bac4c.svs,2,test
21518,69987,1,add0a9bbc53d1d9bac4c.svs,2,test
21724,70596,1,add0a9bbc53d1d9bac4c.svs,2,test
21977,70282,1,add0a9bbc53d1d9bac4c.svs,2,test
21310,70353,1,add0a9bbc53d1d9bac4c.svs,2,test
21650,71003,1,add0a9bbc53d1d9bac4c.svs,2,test
20746,71045,1,add0a9bbc53d1d9bac4c.svs,2,test
23278,13065,1,add0a9bbc53d1d9bac4c.svs,2,test
22145,13000,1,add0a9bbc53d1d9bac4c.svs,2,test
22224,13893,1,add0a9bbc53d1d9bac4c.svs,2,test
22496,13543,1,add0a9bbc53d1d9bac4c.svs,2,test
22214,14398,1,add0a9bbc53d1d9bac4c.svs,2,test
23014,15244,1,add0a9bbc53d1d9bac4c.svs,2,test
23203,15327,0,add0a9bbc53d1d9bac4c.svs,2,test
22403,15000,1,add0a9bbc53d1d9bac4c.svs,2,test
22249,15635,1,add0a9bbc53d1d9bac4c.svs,2,test
22339,15550,1,add0a9bbc53d1d9bac4c.svs,2,test
23175,17383,1,add0a9bbc53d1d9bac4c.svs,2,test
23346,17085,0,add0a9bbc53d1d9bac4c.svs,2,test
23236,22151,1,add0a9bbc53d1d9bac4c.svs,2,test
22455,22032,0,add0a9bbc53d1d9bac4c.svs,2,test
22985,23586,1,add0a9bbc53d1d9bac4c.svs,2,test
22040,23943,1,add0a9bbc53d1d9bac4c.svs,2,test
22429,23833,1,add0a9bbc53d1d9bac4c.svs,2,test
22049,24130,0,add0a9bbc53d1d9bac4c.svs,2,test
22738,24004,1,add0a9bbc53d1d9bac4c.svs,2,test
22472,24933,1,add0a9bbc53d1d9bac4c.svs,2,test
22479,26164,1,add0a9bbc53d1d9bac4c.svs,2,test
22588,26815,1,add0a9bbc53d1d9bac4c.svs,2,test
22765,28234,1,add0a9bbc53d1d9bac4c.svs,2,test
23276,28872,1,add0a9bbc53d1d9bac4c.svs,2,test
23278,28743,1,add0a9bbc53d1d9bac4c.svs,2,test
22484,29942,1,add0a9bbc53d1d9bac4c.svs,2,test
23307,31860,1,add0a9bbc53d1d9bac4c.svs,2,test
22752,32373,1,add0a9bbc53d1d9bac4c.svs,2,test
22920,32315,1,add0a9bbc53d1d9bac4c.svs,2,test
22825,32675,1,add0a9bbc53d1d9bac4c.svs,2,test
23017,35368,1,add0a9bbc53d1d9bac4c.svs,2,test
22164,35490,1,add0a9bbc53d1d9bac4c.svs,2,test
22358,36632,1,add0a9bbc53d1d9bac4c.svs,2,test
22978,37493,1,add0a9bbc53d1d9bac4c.svs,2,test
22394,39436,1,add0a9bbc53d1d9bac4c.svs,2,test
22504,39748,1,add0a9bbc53d1d9bac4c.svs,2,test
23320,44417,1,add0a9bbc53d1d9bac4c.svs,2,test
23358,44682,1,add0a9bbc53d1d9bac4c.svs,2,test
22026,45017,1,add0a9bbc53d1d9bac4c.svs,2,test
22647,45929,1,add0a9bbc53d1d9bac4c.svs,2,test
22170,46932,1,add0a9bbc53d1d9bac4c.svs,2,test
22582,48373,1,add0a9bbc53d1d9bac4c.svs,2,test
23345,49079,1,add0a9bbc53d1d9bac4c.svs,2,test
23096,49785,1,add0a9bbc53d1d9bac4c.svs,2,test
22162,50108,1,add0a9bbc53d1d9bac4c.svs,2,test
22880,51171,1,add0a9bbc53d1d9bac4c.svs,2,test
22508,52588,1,add0a9bbc53d1d9bac4c.svs,2,test
23039,53325,1,add0a9bbc53d1d9bac4c.svs,2,test
23062,52803,1,add0a9bbc53d1d9bac4c.svs,2,test
22447,53207,0,add0a9bbc53d1d9bac4c.svs,2,test
22373,54328,1,add0a9bbc53d1d9bac4c.svs,2,test
22969,54570,0,add0a9bbc53d1d9bac4c.svs,2,test
22679,55061,1,add0a9bbc53d1d9bac4c.svs,2,test
22851,55099,1,add0a9bbc53d1d9bac4c.svs,2,test
22684,55596,1,add0a9bbc53d1d9bac4c.svs,2,test
22053,56343,1,add0a9bbc53d1d9bac4c.svs,2,test
22815,56109,1,add0a9bbc53d1d9bac4c.svs,2,test
22286,57836,1,add0a9bbc53d1d9bac4c.svs,2,test
22942,57660,1,add0a9bbc53d1d9bac4c.svs,2,test
22407,58644,1,add0a9bbc53d1d9bac4c.svs,2,test
22154,59274,1,add0a9bbc53d1d9bac4c.svs,2,test
22729,61085,1,add0a9bbc53d1d9bac4c.svs,2,test
22946,61114,1,add0a9bbc53d1d9bac4c.svs,2,test
22600,62545,1,add0a9bbc53d1d9bac4c.svs,2,test
22645,62574,1,add0a9bbc53d1d9bac4c.svs,2,test
22173,63101,1,add0a9bbc53d1d9bac4c.svs,2,test
22364,63427,1,add0a9bbc53d1d9bac4c.svs,2,test
22378,63344,1,add0a9bbc53d1d9bac4c.svs,2,test
22045,63391,1,add0a9bbc53d1d9bac4c.svs,2,test
22695,63355,1,add0a9bbc53d1d9bac4c.svs,2,test
22850,62904,1,add0a9bbc53d1d9bac4c.svs,2,test
22973,63921,1,add0a9bbc53d1d9bac4c.svs,2,test
23155,64182,1,add0a9bbc53d1d9bac4c.svs,2,test
22623,64712,1,add0a9bbc53d1d9bac4c.svs,2,test
22407,65396,1,add0a9bbc53d1d9bac4c.svs,2,test
22752,66102,1,add0a9bbc53d1d9bac4c.svs,2,test
22792,66245,1,add0a9bbc53d1d9bac4c.svs,2,test
22830,66779,1,add0a9bbc53d1d9bac4c.svs,2,test
22715,67122,0,add0a9bbc53d1d9bac4c.svs,2,test
23311,67844,1,add0a9bbc53d1d9bac4c.svs,2,test
22659,67589,1,add0a9bbc53d1d9bac4c.svs,2,test
23117,68359,1,add0a9bbc53d1d9bac4c.svs,2,test
22447,68745,1,add0a9bbc53d1d9bac4c.svs,2,test
22854,68701,1,add0a9bbc53d1d9bac4c.svs,2,test
23212,68941,1,add0a9bbc53d1d9bac4c.svs,2,test
22671,69982,1,add0a9bbc53d1d9bac4c.svs,2,test
22647,70554,1,add0a9bbc53d1d9bac4c.svs,2,test
22835,70280,1,add0a9bbc53d1d9bac4c.svs,2,test
22056,71331,1,add0a9bbc53d1d9bac4c.svs,2,test
22644,71092,1,add0a9bbc53d1d9bac4c.svs,2,test
22280,71607,1,add0a9bbc53d1d9bac4c.svs,2,test
22803,71952,1,add0a9bbc53d1d9bac4c.svs,2,test
22070,72385,1,add0a9bbc53d1d9bac4c.svs,2,test
22920,73292,1,add0a9bbc53d1d9bac4c.svs,2,test
23749,13153,1,add0a9bbc53d1d9bac4c.svs,2,test
23950,13129,1,add0a9bbc53d1d9bac4c.svs,2,test
24487,14673,1,add0a9bbc53d1d9bac4c.svs,2,test
24080,15985,1,add0a9bbc53d1d9bac4c.svs,2,test
24306,17344,1,add0a9bbc53d1d9bac4c.svs,2,test
23640,17974,1,add0a9bbc53d1d9bac4c.svs,2,test
24621,20318,1,add0a9bbc53d1d9bac4c.svs,2,test
24701,20424,1,add0a9bbc53d1d9bac4c.svs,2,test
24212,20823,1,add0a9bbc53d1d9bac4c.svs,2,test
23798,21102,1,add0a9bbc53d1d9bac4c.svs,2,test
24284,21148,1,add0a9bbc53d1d9bac4c.svs,2,test
24285,22218,0,add0a9bbc53d1d9bac4c.svs,2,test
24667,23485,1,add0a9bbc53d1d9bac4c.svs,2,test
24121,23590,1,add0a9bbc53d1d9bac4c.svs,2,test
23827,24772,1,add0a9bbc53d1d9bac4c.svs,2,test
23961,24773,1,add0a9bbc53d1d9bac4c.svs,2,test
24047,25332,0,add0a9bbc53d1d9bac4c.svs,2,test
24600,26206,0,add0a9bbc53d1d9bac4c.svs,2,test
23483,27189,1,add0a9bbc53d1d9bac4c.svs,2,test
24521,27593,1,add0a9bbc53d1d9bac4c.svs,2,test
23747,27508,1,add0a9bbc53d1d9bac4c.svs,2,test
23660,27700,1,add0a9bbc53d1d9bac4c.svs,2,test
23604,28584,1,add0a9bbc53d1d9bac4c.svs,2,test
23624,28459,1,add0a9bbc53d1d9bac4c.svs,2,test
24510,29443,1,add0a9bbc53d1d9bac4c.svs,2,test
24431,30887,0,add0a9bbc53d1d9bac4c.svs,2,test
23819,31433,1,add0a9bbc53d1d9bac4c.svs,2,test
23929,31665,1,add0a9bbc53d1d9bac4c.svs,2,test
24518,33166,1,add0a9bbc53d1d9bac4c.svs,2,test
23720,36359,1,add0a9bbc53d1d9bac4c.svs,2,test
24593,39605,1,add0a9bbc53d1d9bac4c.svs,2,test
23639,39483,1,add0a9bbc53d1d9bac4c.svs,2,test
24042,40607,1,add0a9bbc53d1d9bac4c.svs,2,test
24140,41319,1,add0a9bbc53d1d9bac4c.svs,2,test
24356,41559,0,add0a9bbc53d1d9bac4c.svs,2,test
23508,42070,1,add0a9bbc53d1d9bac4c.svs,2,test
23682,42444,1,add0a9bbc53d1d9bac4c.svs,2,test
24264,42029,0,add0a9bbc53d1d9bac4c.svs,2,test
24327,43063,1,add0a9bbc53d1d9bac4c.svs,2,test
23493,43773,1,add0a9bbc53d1d9bac4c.svs,2,test
23746,43300,1,add0a9bbc53d1d9bac4c.svs,2,test
24269,43335,1,add0a9bbc53d1d9bac4c.svs,2,test
24330,44829,0,add0a9bbc53d1d9bac4c.svs,2,test
24372,45176,1,add0a9bbc53d1d9bac4c.svs,2,test
24711,46765,1,add0a9bbc53d1d9bac4c.svs,2,test
23735,47024,1,add0a9bbc53d1d9bac4c.svs,2,test
23605,47744,1,add0a9bbc53d1d9bac4c.svs,2,test
23583,48659,1,add0a9bbc53d1d9bac4c.svs,2,test
24314,48978,1,add0a9bbc53d1d9bac4c.svs,2,test
23889,50309,1,add0a9bbc53d1d9bac4c.svs,2,test
23491,52087,1,add0a9bbc53d1d9bac4c.svs,2,test
24311,52313,1,add0a9bbc53d1d9bac4c.svs,2,test
23481,53237,1,add0a9bbc53d1d9bac4c.svs,2,test
24710,52740,1,add0a9bbc53d1d9bac4c.svs,2,test
24467,54609,1,add0a9bbc53d1d9bac4c.svs,2,test
23946,54165,1,add0a9bbc53d1d9bac4c.svs,2,test
24052,54288,1,add0a9bbc53d1d9bac4c.svs,2,test
23451,54161,1,add0a9bbc53d1d9bac4c.svs,2,test
24661,54778,1,add0a9bbc53d1d9bac4c.svs,2,test
24116,55154,1,add0a9bbc53d1d9bac4c.svs,2,test
23690,57667,1,add0a9bbc53d1d9bac4c.svs,2,test
23882,57456,1,add0a9bbc53d1d9bac4c.svs,2,test
24489,58326,1,add0a9bbc53d1d9bac4c.svs,2,test
24138,58342,1,add0a9bbc53d1d9bac4c.svs,2,test
23400,58811,1,add0a9bbc53d1d9bac4c.svs,2,test
23792,58793,1,add0a9bbc53d1d9bac4c.svs,2,test
23874,59176,1,add0a9bbc53d1d9bac4c.svs,2,test
24289,58856,1,add0a9bbc53d1d9bac4c.svs,2,test
24355,59189,1,add0a9bbc53d1d9bac4c.svs,2,test
24721,59890,1,add0a9bbc53d1d9bac4c.svs,2,test
23408,59783,1,add0a9bbc53d1d9bac4c.svs,2,test
24209,59711,1,add0a9bbc53d1d9bac4c.svs,2,test
24611,60166,1,add0a9bbc53d1d9bac4c.svs,2,test
23724,61123,1,add0a9bbc53d1d9bac4c.svs,2,test
23869,61925,1,add0a9bbc53d1d9bac4c.svs,2,test
24590,62769,1,add0a9bbc53d1d9bac4c.svs,2,test
24591,62226,1,add0a9bbc53d1d9bac4c.svs,2,test
24620,62144,0,add0a9bbc53d1d9bac4c.svs,2,test
23593,62251,1,add0a9bbc53d1d9bac4c.svs,2,test
24011,62244,1,add0a9bbc53d1d9bac4c.svs,2,test
24169,62710,1,add0a9bbc53d1d9bac4c.svs,2,test
23948,62984,1,add0a9bbc53d1d9bac4c.svs,2,test
24684,63977,1,add0a9bbc53d1d9bac4c.svs,2,test
23965,64471,1,add0a9bbc53d1d9bac4c.svs,2,test
24486,65351,1,add0a9bbc53d1d9bac4c.svs,2,test
24249,67485,1,add0a9bbc53d1d9bac4c.svs,2,test
24522,67734,0,add0a9bbc53d1d9bac4c.svs,2,test
23681,68045,1,add0a9bbc53d1d9bac4c.svs,2,test
24024,67855,1,add0a9bbc53d1d9bac4c.svs,2,test
24218,67663,1,add0a9bbc53d1d9bac4c.svs,2,test
24255,68471,0,add0a9bbc53d1d9bac4c.svs,2,test
24329,68282,1,add0a9bbc53d1d9bac4c.svs,2,test
23413,69906,1,add0a9bbc53d1d9bac4c.svs,2,test
24085,69764,1,add0a9bbc53d1d9bac4c.svs,2,test
23543,70589,1,add0a9bbc53d1d9bac4c.svs,2,test
24316,70759,1,add0a9bbc53d1d9bac4c.svs,2,test
23946,71294,1,add0a9bbc53d1d9bac4c.svs,2,test
23445,71207,1,add0a9bbc53d1d9bac4c.svs,2,test
26072,11784,1,add0a9bbc53d1d9bac4c.svs,2,test
25139,11696,1,add0a9bbc53d1d9bac4c.svs,2,test
25848,12266,1,add0a9bbc53d1d9bac4c.svs,2,test
25988,13276,1,add0a9bbc53d1d9bac4c.svs,2,test
25076,13793,1,add0a9bbc53d1d9bac4c.svs,2,test
25203,14252,1,add0a9bbc53d1d9bac4c.svs,2,test
25906,15956,0,add0a9bbc53d1d9bac4c.svs,2,test
24841,16113,1,add0a9bbc53d1d9bac4c.svs,2,test
25033,17675,1,add0a9bbc53d1d9bac4c.svs,2,test
24898,19386,1,add0a9bbc53d1d9bac4c.svs,2,test
25161,19652,1,add0a9bbc53d1d9bac4c.svs,2,test
24857,21024,0,add0a9bbc53d1d9bac4c.svs,2,test
25558,21059,1,add0a9bbc53d1d9bac4c.svs,2,test
25275,23888,1,add0a9bbc53d1d9bac4c.svs,2,test
25279,24022,1,add0a9bbc53d1d9bac4c.svs,2,test
25848,24960,1,add0a9bbc53d1d9bac4c.svs,2,test
25478,25525,1,add0a9bbc53d1d9bac4c.svs,2,test
26093,25982,1,add0a9bbc53d1d9bac4c.svs,2,test
25159,25837,1,add0a9bbc53d1d9bac4c.svs,2,test
25427,25683,1,add0a9bbc53d1d9bac4c.svs,2,test
25403,26760,1,add0a9bbc53d1d9bac4c.svs,2,test
26100,27291,1,add0a9bbc53d1d9bac4c.svs,2,test
25077,27450,1,add0a9bbc53d1d9bac4c.svs,2,test
24959,29456,1,add0a9bbc53d1d9bac4c.svs,2,test
24916,29868,0,add0a9bbc53d1d9bac4c.svs,2,test
25462,29927,1,add0a9bbc53d1d9bac4c.svs,2,test
25250,31700,1,add0a9bbc53d1d9bac4c.svs,2,test
25755,32986,1,add0a9bbc53d1d9bac4c.svs,2,test
24797,32796,1,add0a9bbc53d1d9bac4c.svs,2,test
25261,32513,1,add0a9bbc53d1d9bac4c.svs,2,test
25110,34253,1,add0a9bbc53d1d9bac4c.svs,2,test
25322,35916,1,add0a9bbc53d1d9bac4c.svs,2,test
26032,37612,1,add0a9bbc53d1d9bac4c.svs,2,test
24788,37825,1,add0a9bbc53d1d9bac4c.svs,2,test
25766,39595,1,add0a9bbc53d1d9bac4c.svs,2,test
25673,39902,1,add0a9bbc53d1d9bac4c.svs,2,test
25336,41112,1,add0a9bbc53d1d9bac4c.svs,2,test
25467,41110,1,add0a9bbc53d1d9bac4c.svs,2,test
25041,42186,1,add0a9bbc53d1d9bac4c.svs,2,test
25659,42392,1,add0a9bbc53d1d9bac4c.svs,2,test
25222,43780,1,add0a9bbc53d1d9bac4c.svs,2,test
24824,44012,1,add0a9bbc53d1d9bac4c.svs,2,test
25613,47486,1,add0a9bbc53d1d9bac4c.svs,2,test
25948,48303,1,add0a9bbc53d1d9bac4c.svs,2,test
25041,50252,1,add0a9bbc53d1d9bac4c.svs,2,test
25452,50453,0,add0a9bbc53d1d9bac4c.svs,2,test
25800,51326,1,add0a9bbc53d1d9bac4c.svs,2,test
25212,59845,1,add0a9bbc53d1d9bac4c.svs,2,test
25297,60224,1,add0a9bbc53d1d9bac4c.svs,2,test
26059,61027,1,add0a9bbc53d1d9bac4c.svs,2,test
25900,62141,1,add0a9bbc53d1d9bac4c.svs,2,test
24918,62279,1,add0a9bbc53d1d9bac4c.svs,2,test
24999,62549,1,add0a9bbc53d1d9bac4c.svs,2,test
25284,62595,1,add0a9bbc53d1d9bac4c.svs,2,test
24818,63356,1,add0a9bbc53d1d9bac4c.svs,2,test
25507,63447,1,add0a9bbc53d1d9bac4c.svs,2,test
25551,63446,1,add0a9bbc53d1d9bac4c.svs,2,test
25577,62933,1,add0a9bbc53d1d9bac4c.svs,2,test
25826,63802,0,add0a9bbc53d1d9bac4c.svs,2,test
25470,63635,1,add0a9bbc53d1d9bac4c.svs,2,test
25658,63786,1,add0a9bbc53d1d9bac4c.svs,2,test
25164,64831,1,add0a9bbc53d1d9bac4c.svs,2,test
24925,66016,1,add0a9bbc53d1d9bac4c.svs,2,test
24866,66298,1,add0a9bbc53d1d9bac4c.svs,2,test
25465,66410,1,add0a9bbc53d1d9bac4c.svs,2,test
25750,67164,1,add0a9bbc53d1d9bac4c.svs,2,test
24845,67152,1,add0a9bbc53d1d9bac4c.svs,2,test
24995,68289,1,add0a9bbc53d1d9bac4c.svs,2,test
25435,69013,1,add0a9bbc53d1d9bac4c.svs,2,test
25443,70154,1,add0a9bbc53d1d9bac4c.svs,2,test
24998,70737,1,add0a9bbc53d1d9bac4c.svs,2,test
25450,70383,1,add0a9bbc53d1d9bac4c.svs,2,test
25281,72989,1,add0a9bbc53d1d9bac4c.svs,2,test
25797,74635,1,add0a9bbc53d1d9bac4c.svs,2,test
26848,12093,1,add0a9bbc53d1d9bac4c.svs,2,test
26272,13320,1,add0a9bbc53d1d9bac4c.svs,2,test
