x,y,label,filename,slide,split,tumortype
887,1529,1,008.tiff,8,train,human breast cancer
788,1011,2,008.tiff,8,train,human breast cancer
3849,17,2,008.tiff,8,train,human breast cancer
6420,4532,1,008.tiff,8,train,human breast cancer
245,4977,2,008.tiff,8,train,human breast cancer
2830,1044,2,009.tiff,9,val,human breast cancer
2391,1964,1,009.tiff,9,val,human breast cancer
2300,1597,1,009.tiff,9,val,human breast cancer
2006,2533,2,009.tiff,9,val,human breast cancer
4278,3203,1,009.tiff,9,val,human breast cancer
5294,3297,1,009.tiff,9,val,human breast cancer
926,3947,2,009.tiff,9,val,human breast cancer
1229,4197,2,009.tiff,9,val,human breast cancer
552,3144,2,009.tiff,9,val,human breast cancer
5085,3765,2,009.tiff,9,val,human breast cancer
90,3700,2,009.tiff,9,val,human breast cancer
1619,3060,2,009.tiff,9,val,human breast cancer
6319,3449,2,009.tiff,9,val,human breast cancer
1400,3327,2,009.tiff,9,val,human breast cancer
697,4171,2,009.tiff,9,val,human breast cancer
1624,1732,2,009.tiff,9,val,human breast cancer
6716,2774,2,009.tiff,9,val,human breast cancer
1861,3234,2,009.tiff,9,val,human breast cancer
4582,1298,2,009.tiff,9,val,human breast cancer
1705,4525,2,009.tiff,9,val,human breast cancer
5634,2291,2,009.tiff,9,val,human breast cancer
858,1501,2,009.tiff,9,val,human breast cancer
5078,2702,2,009.tiff,9,val,human breast cancer
956,944,2,009.tiff,9,val,human breast cancer
2147,3069,2,009.tiff,9,val,human breast cancer
2797,774,2,009.tiff,9,val,human breast cancer
746,172,1,010.tiff,10,train,human breast cancer
247,466,1,010.tiff,10,train,human breast cancer
6034,680,2,010.tiff,10,train,human breast cancer
5433,1263,1,010.tiff,10,train,human breast cancer
5266,1437,2,010.tiff,10,train,human breast cancer
6733,1551,2,010.tiff,10,train,human breast cancer
957,1707,2,010.tiff,10,train,human breast cancer
1435,2252,1,010.tiff,10,train,human breast cancer
3204,1896,1,010.tiff,10,train,human breast cancer
3764,1780,1,010.tiff,10,train,human breast cancer
4897,2109,2,010.tiff,10,train,human breast cancer
2250,3069,1,010.tiff,10,train,human breast cancer
6086,2565,2,010.tiff,10,train,human breast cancer
4442,3502,1,010.tiff,10,train,human breast cancer
5402,3409,2,010.tiff,10,train,human breast cancer
6230,3583,2,010.tiff,10,train,human breast cancer
1383,4056,2,010.tiff,10,train,human breast cancer
1670,4495,2,010.tiff,10,train,human breast cancer
2575,4451,1,010.tiff,10,train,human breast cancer
3273,4452,1,010.tiff,10,train,human breast cancer
2227,5376,1,010.tiff,10,train,human breast cancer
2661,4838,2,010.tiff,10,train,human breast cancer
2953,5014,1,010.tiff,10,train,human breast cancer
3863,4728,1,010.tiff,10,train,human breast cancer
3695,5224,2,010.tiff,10,train,human breast cancer
4943,3346,1,010.tiff,10,train,human breast cancer
4455,4729,2,010.tiff,10,train,human breast cancer
497,1505,2,010.tiff,10,train,human breast cancer
5091,4589,2,010.tiff,10,train,human breast cancer
804,4638,2,010.tiff,10,train,human breast cancer
4033,253,1,011.tiff,11,val,human breast cancer
4039,1992,1,011.tiff,11,val,human breast cancer
5645,3290,1,011.tiff,11,val,human breast cancer
1439,1506,2,012.tiff,12,train,human breast cancer
5477,1906,2,012.tiff,12,train,human breast cancer
6202,1820,2,012.tiff,12,train,human breast cancer
3718,3624,2,012.tiff,12,train,human breast cancer
6910,3412,2,012.tiff,12,train,human breast cancer
1826,4437,2,012.tiff,12,train,human breast cancer
3756,4053,1,012.tiff,12,train,human breast cancer
4224,4081,2,012.tiff,12,train,human breast cancer
2716,4837,2,012.tiff,12,train,human breast cancer
3387,4748,2,012.tiff,12,train,human breast cancer
6547,1242,2,012.tiff,12,train,human breast cancer
1364,4076,2,012.tiff,12,train,human breast cancer
6750,1227,1,012.tiff,12,train,human breast cancer
6795,420,2,012.tiff,12,train,human breast cancer
2537,154,1,013.tiff,13,train,human breast cancer
6033,722,1,013.tiff,13,train,human breast cancer
2123,1570,1,013.tiff,13,train,human breast cancer
1848,1605,1,013.tiff,13,train,human breast cancer
231,1865,2,013.tiff,13,train,human breast cancer
199,2148,1,013.tiff,13,train,human breast cancer
5243,1969,1,013.tiff,13,train,human breast cancer
5324,2234,1,013.tiff,13,train,human breast cancer
1295,2959,1,013.tiff,13,train,human breast cancer
1710,2861,1,013.tiff,13,train,human breast cancer
4626,2659,1,013.tiff,13,train,human breast cancer
5221,2569,2,013.tiff,13,train,human breast cancer
2019,3859,2,013.tiff,13,train,human breast cancer
4928,3395,1,013.tiff,13,train,human breast cancer
6821,3779,1,013.tiff,13,train,human breast cancer
455,4108,2,013.tiff,13,train,human breast cancer
2006,4126,2,013.tiff,13,train,human breast cancer
2434,4216,2,013.tiff,13,train,human breast cancer
3064,3994,1,013.tiff,13,train,human breast cancer
5011,4565,1,013.tiff,13,train,human breast cancer
5267,3963,1,013.tiff,13,train,human breast cancer
336,4747,2,013.tiff,13,train,human breast cancer
3656,5377,1,013.tiff,13,train,human breast cancer
3727,5362,1,013.tiff,13,train,human breast cancer
3069,4944,2,013.tiff,13,train,human breast cancer
4956,4987,2,013.tiff,13,train,human breast cancer
5574,5238,2,013.tiff,13,train,human breast cancer
6195,5155,2,013.tiff,13,train,human breast cancer
3118,1384,1,013.tiff,13,train,human breast cancer
161,662,2,013.tiff,13,train,human breast cancer
6369,2361,2,013.tiff,13,train,human breast cancer
3242,4158,2,013.tiff,13,train,human breast cancer
3052,3021,2,013.tiff,13,train,human breast cancer
1873,75,2,014.tiff,14,train,human breast cancer
1100,744,2,014.tiff,14,train,human breast cancer
3120,778,2,014.tiff,14,train,human breast cancer
3450,372,1,014.tiff,14,train,human breast cancer
6956,323,2,014.tiff,14,train,human breast cancer
1839,1366,1,014.tiff,14,train,human breast cancer
3732,1355,1,014.tiff,14,train,human breast cancer
2871,1972,2,014.tiff,14,train,human breast cancer
5064,3264,1,014.tiff,14,train,human breast cancer
6764,3655,1,014.tiff,14,train,human breast cancer
928,4105,2,014.tiff,14,train,human breast cancer
4079,4419,2,014.tiff,14,train,human breast cancer
1681,1763,1,014.tiff,14,train,human breast cancer
2315,2154,2,014.tiff,14,train,human breast cancer
2148,1707,2,014.tiff,14,train,human breast cancer
404,682,1,014.tiff,14,train,human breast cancer
4457,1420,2,014.tiff,14,train,human breast cancer
2058,1073,2,014.tiff,14,train,human breast cancer
5551,4321,2,014.tiff,14,train,human breast cancer
3966,2876,2,014.tiff,14,train,human breast cancer
5552,1936,2,014.tiff,14,train,human breast cancer
1259,1166,1,014.tiff,14,train,human breast cancer
5557,2860,2,014.tiff,14,train,human breast cancer
6478,4353,2,014.tiff,14,train,human breast cancer
6032,1878,2,014.tiff,14,train,human breast cancer
4316,700,2,015.tiff,15,train,human breast cancer
5763,835,2,015.tiff,15,train,human breast cancer
3779,2334,2,015.tiff,15,train,human breast cancer
4093,2267,1,015.tiff,15,train,human breast cancer
3739,3050,2,015.tiff,15,train,human breast cancer
4974,3061,1,015.tiff,15,train,human breast cancer
1037,4534,2,015.tiff,15,train,human breast cancer
3114,4502,1,015.tiff,15,train,human breast cancer
3761,4992,2,015.tiff,15,train,human breast cancer
4942,4622,2,015.tiff,15,train,human breast cancer
4615,5088,2,015.tiff,15,train,human breast cancer
2448,4721,2,015.tiff,15,train,human breast cancer
1052,482,1,016.tiff,16,train,human breast cancer
3731,566,2,016.tiff,16,train,human breast cancer
3166,408,2,016.tiff,16,train,human breast cancer
4566,252,2,016.tiff,16,train,human breast cancer
5676,607,2,016.tiff,16,train,human breast cancer
5098,1246,2,016.tiff,16,train,human breast cancer
3941,2046,1,016.tiff,16,train,human breast cancer
5614,2044,2,016.tiff,16,train,human breast cancer
6323,2286,2,016.tiff,16,train,human breast cancer
639,2711,1,016.tiff,16,train,human breast cancer
703,2952,2,016.tiff,16,train,human breast cancer
7157,2840,1,016.tiff,16,train,human breast cancer
3970,3751,2,016.tiff,16,train,human breast cancer
3648,3816,2,016.tiff,16,train,human breast cancer
3911,4252,2,016.tiff,16,train,human breast cancer
4105,4935,2,016.tiff,16,train,human breast cancer
7126,5013,2,016.tiff,16,train,human breast cancer
6280,1748,1,016.tiff,16,train,human breast cancer
5859,935,2,016.tiff,16,train,human breast cancer
135,160,2,016.tiff,16,train,human breast cancer
1176,3216,2,016.tiff,16,train,human breast cancer
4394,2408,2,016.tiff,16,train,human breast cancer
664,3895,2,016.tiff,16,train,human breast cancer
5754,4737,2,016.tiff,16,train,human breast cancer
509,4891,1,016.tiff,16,train,human breast cancer
3540,4398,2,016.tiff,16,train,human breast cancer
2188,2326,2,016.tiff,16,train,human breast cancer
3702,941,2,016.tiff,16,train,human breast cancer
168,3717,2,016.tiff,16,train,human breast cancer
3343,4620,2,016.tiff,16,train,human breast cancer
3233,4295,2,016.tiff,16,train,human breast cancer
5750,3769,2,016.tiff,16,train,human breast cancer
1762,1536,2,017.tiff,17,train,human breast cancer
2226,2332,1,017.tiff,17,train,human breast cancer
4393,1901,1,017.tiff,17,train,human breast cancer
1763,3068,1,017.tiff,17,train,human breast cancer
990,4052,2,017.tiff,17,train,human breast cancer
4869,148,2,017.tiff,17,train,human breast cancer
777,592,2,018.tiff,18,train,human breast cancer
3831,4414,1,018.tiff,18,train,human breast cancer
6844,4421,2,018.tiff,18,train,human breast cancer
6441,4638,2,018.tiff,18,train,human breast cancer
3750,913,1,018.tiff,18,train,human breast cancer
5587,2033,1,018.tiff,18,train,human breast cancer
5553,397,2,018.tiff,18,train,human breast cancer
3135,1728,2,019.tiff,19,train,human breast cancer
3452,2888,2,019.tiff,19,train,human breast cancer
4903,3405,2,019.tiff,19,train,human breast cancer
5067,4224,2,019.tiff,19,train,human breast cancer
4421,4666,2,019.tiff,19,train,human breast cancer
2643,3718,2,019.tiff,19,train,human breast cancer
4638,3043,2,019.tiff,19,train,human breast cancer
2954,729,1,020.tiff,20,train,human breast cancer
3868,456,1,020.tiff,20,train,human breast cancer
5072,659,2,020.tiff,20,train,human breast cancer
2668,1308,1,020.tiff,20,train,human breast cancer
2943,1011,1,020.tiff,20,train,human breast cancer
2859,890,2,020.tiff,20,train,human breast cancer
432,1614,1,020.tiff,20,train,human breast cancer
773,1821,1,020.tiff,20,train,human breast cancer
1174,2096,2,020.tiff,20,train,human breast cancer
2216,1766,1,020.tiff,20,train,human breast cancer
7085,1994,2,020.tiff,20,train,human breast cancer
4192,3119,1,020.tiff,20,train,human breast cancer
4454,2858,1,020.tiff,20,train,human breast cancer
2115,3560,1,020.tiff,20,train,human breast cancer
4209,3882,1,020.tiff,20,train,human breast cancer
3782,3514,2,020.tiff,20,train,human breast cancer
5584,3711,2,020.tiff,20,train,human breast cancer
438,4576,2,020.tiff,20,train,human breast cancer
3498,3985,2,020.tiff,20,train,human breast cancer
4484,4924,1,020.tiff,20,train,human breast cancer
5352,4810,2,020.tiff,20,train,human breast cancer
6191,5016,1,020.tiff,20,train,human breast cancer
3938,2788,1,020.tiff,20,train,human breast cancer
4219,3679,2,020.tiff,20,train,human breast cancer
3187,4871,2,020.tiff,20,train,human breast cancer
1997,3694,2,020.tiff,20,train,human breast cancer
2400,212,1,021.tiff,21,val,human breast cancer
2568,349,2,021.tiff,21,val,human breast cancer
2784,54,2,021.tiff,21,val,human breast cancer
291,98,2,021.tiff,21,val,human breast cancer
1086,407,1,021.tiff,21,val,human breast cancer
684,2849,2,021.tiff,21,val,human breast cancer
459,2727,1,021.tiff,21,val,human breast cancer
3283,2456,1,021.tiff,21,val,human breast cancer
4619,2576,2,021.tiff,21,val,human breast cancer
5100,3175,1,021.tiff,21,val,human breast cancer
6605,3443,2,021.tiff,21,val,human breast cancer
1591,4208,1,021.tiff,21,val,human breast cancer
2092,4536,2,021.tiff,21,val,human breast cancer
2493,5173,1,021.tiff,21,val,human breast cancer
6460,3902,2,021.tiff,21,val,human breast cancer
7068,1202,1,022.tiff,22,train,human breast cancer
908,1931,1,022.tiff,22,train,human breast cancer
6017,2246,2,022.tiff,22,train,human breast cancer
2310,2479,1,022.tiff,22,train,human breast cancer
6849,3861,2,022.tiff,22,train,human breast cancer
3377,3099,2,022.tiff,22,train,human breast cancer
4035,5002,2,022.tiff,22,train,human breast cancer
4562,1402,2,022.tiff,22,train,human breast cancer
1359,694,1,023.tiff,23,train,human breast cancer
1014,111,1,023.tiff,23,train,human breast cancer
3801,559,1,023.tiff,23,train,human breast cancer
2353,1071,2,023.tiff,23,train,human breast cancer
5756,969,2,023.tiff,23,train,human breast cancer
1977,2751,1,023.tiff,23,train,human breast cancer
6197,2522,1,023.tiff,23,train,human breast cancer
1028,3705,1,023.tiff,23,train,human breast cancer
1072,3740,1,023.tiff,23,train,human breast cancer
1500,3602,1,023.tiff,23,train,human breast cancer
1416,3715,2,023.tiff,23,train,human breast cancer
468,3702,2,023.tiff,23,train,human breast cancer
6570,3745,2,023.tiff,23,train,human breast cancer
1721,4200,2,023.tiff,23,train,human breast cancer
300,5048,1,023.tiff,23,train,human breast cancer
1224,5093,1,023.tiff,23,train,human breast cancer
881,5276,1,023.tiff,23,train,human breast cancer
1515,5286,1,023.tiff,23,train,human breast cancer
6659,4938,2,023.tiff,23,train,human breast cancer
29,2314,2,023.tiff,23,train,human breast cancer
2223,101,2,023.tiff,23,train,human breast cancer
2687,690,2,024.tiff,24,train,human breast cancer
2510,16,1,024.tiff,24,train,human breast cancer
2118,355,2,024.tiff,24,train,human breast cancer
1795,124,2,024.tiff,24,train,human breast cancer
1110,765,1,024.tiff,24,train,human breast cancer
1370,899,2,024.tiff,24,train,human breast cancer
550,47,1,024.tiff,24,train,human breast cancer
3412,448,2,024.tiff,24,train,human breast cancer
3692,507,1,024.tiff,24,train,human breast cancer
4731,675,1,024.tiff,24,train,human breast cancer
5723,790,1,024.tiff,24,train,human breast cancer
6670,812,1,024.tiff,24,train,human breast cancer
6826,289,1,024.tiff,24,train,human breast cancer
6739,38,1,024.tiff,24,train,human breast cancer
6802,167,2,024.tiff,24,train,human breast cancer
1370,1439,1,024.tiff,24,train,human breast cancer
529,885,1,024.tiff,24,train,human breast cancer
2697,1167,1,024.tiff,24,train,human breast cancer
2899,1239,1,024.tiff,24,train,human breast cancer
3619,889,2,024.tiff,24,train,human breast cancer
3849,1175,2,024.tiff,24,train,human breast cancer
5430,1300,1,024.tiff,24,train,human breast cancer
5879,980,1,024.tiff,24,train,human breast cancer
6190,1249,1,024.tiff,24,train,human breast cancer
6234,1529,1,024.tiff,24,train,human breast cancer
5960,1245,2,024.tiff,24,train,human breast cancer
446,2338,1,024.tiff,24,train,human breast cancer
1313,1590,2,024.tiff,24,train,human breast cancer
1195,2048,2,024.tiff,24,train,human breast cancer
2220,2005,1,024.tiff,24,train,human breast cancer
2412,2050,2,024.tiff,24,train,human breast cancer
1689,2354,2,024.tiff,24,train,human breast cancer
3799,2170,1,024.tiff,24,train,human breast cancer
3760,1839,1,024.tiff,24,train,human breast cancer
5329,1797,1,024.tiff,24,train,human breast cancer
5433,2051,1,024.tiff,24,train,human breast cancer
4968,1810,2,024.tiff,24,train,human breast cancer
5919,1833,1,024.tiff,24,train,human breast cancer
6171,2326,2,024.tiff,24,train,human breast cancer
342,2678,1,024.tiff,24,train,human breast cancer
1677,2556,2,024.tiff,24,train,human breast cancer
3464,2475,2,024.tiff,24,train,human breast cancer
4880,2580,1,024.tiff,24,train,human breast cancer
5161,2588,1,024.tiff,24,train,human breast cancer
4460,2664,2,024.tiff,24,train,human breast cancer
4375,2432,1,024.tiff,24,train,human breast cancer
1727,3408,1,024.tiff,24,train,human breast cancer
2977,3453,2,024.tiff,24,train,human breast cancer
3200,3487,2,024.tiff,24,train,human breast cancer
3198,3342,2,024.tiff,24,train,human breast cancer
4617,3540,1,024.tiff,24,train,human breast cancer
6229,3679,1,024.tiff,24,train,human breast cancer
6026,3842,1,024.tiff,24,train,human breast cancer
6634,3885,2,024.tiff,24,train,human breast cancer
6626,3251,1,024.tiff,24,train,human breast cancer
5862,3823,2,024.tiff,24,train,human breast cancer
63,4418,2,024.tiff,24,train,human breast cancer
1000,4322,1,024.tiff,24,train,human breast cancer
7197,4231,1,024.tiff,24,train,human breast cancer
141,4908,2,024.tiff,24,train,human breast cancer
1014,5149,2,024.tiff,24,train,human breast cancer
2295,5235,1,024.tiff,24,train,human breast cancer
1780,5010,2,024.tiff,24,train,human breast cancer
5337,4866,1,024.tiff,24,train,human breast cancer
5768,5308,1,024.tiff,24,train,human breast cancer
5872,5398,2,024.tiff,24,train,human breast cancer
268,421,2,024.tiff,24,train,human breast cancer
3451,710,1,024.tiff,24,train,human breast cancer
3164,693,1,024.tiff,24,train,human breast cancer
2924,422,2,024.tiff,24,train,human breast cancer
4410,260,2,024.tiff,24,train,human breast cancer
5050,549,2,024.tiff,24,train,human breast cancer
1139,1269,2,024.tiff,24,train,human breast cancer
705,1576,2,024.tiff,24,train,human breast cancer
4139,1746,2,024.tiff,24,train,human breast cancer
5654,2097,2,024.tiff,24,train,human breast cancer
455,2411,1,024.tiff,24,train,human breast cancer
641,2316,2,024.tiff,24,train,human breast cancer
1209,2982,2,024.tiff,24,train,human breast cancer
7071,2455,2,024.tiff,24,train,human breast cancer
941,3770,2,024.tiff,24,train,human breast cancer
1950,3370,2,024.tiff,24,train,human breast cancer
3764,3267,2,024.tiff,24,train,human breast cancer
2472,4170,2,024.tiff,24,train,human breast cancer
3940,5148,2,024.tiff,24,train,human breast cancer
6342,988,2,024.tiff,24,train,human breast cancer
6350,2235,1,024.tiff,24,train,human breast cancer
3942,4157,2,024.tiff,24,train,human breast cancer
567,479,2,024.tiff,24,train,human breast cancer
3734,4228,2,024.tiff,24,train,human breast cancer
21,4913,2,024.tiff,24,train,human breast cancer
5961,2895,2,024.tiff,24,train,human breast cancer
200,1417,2,024.tiff,24,train,human breast cancer
2182,152,2,024.tiff,24,train,human breast cancer
2557,1754,2,024.tiff,24,train,human breast cancer
4141,2494,2,024.tiff,24,train,human breast cancer
5324,904,1,024.tiff,24,train,human breast cancer
1878,898,2,024.tiff,24,train,human breast cancer
1641,2180,2,024.tiff,24,train,human breast cancer
2200,880,2,025.tiff,25,train,human breast cancer
5912,1523,1,025.tiff,25,train,human breast cancer
6006,1417,1,025.tiff,25,train,human breast cancer
4102,2252,2,025.tiff,25,train,human breast cancer
4852,2190,2,025.tiff,25,train,human breast cancer
3845,3715,1,025.tiff,25,train,human breast cancer
5221,4198,1,025.tiff,25,train,human breast cancer
5340,4306,2,025.tiff,25,train,human breast cancer
3065,4759,2,025.tiff,25,train,human breast cancer
5347,4828,2,025.tiff,25,train,human breast cancer
2788,924,2,026.tiff,26,train,human breast cancer
3465,958,2,026.tiff,26,train,human breast cancer
3128,2302,2,026.tiff,26,train,human breast cancer
4814,1700,2,026.tiff,26,train,human breast cancer
1638,1614,2,026.tiff,26,train,human breast cancer
6478,1249,2,026.tiff,26,train,human breast cancer
4577,3307,2,026.tiff,26,train,human breast cancer
2708,933,2,026.tiff,26,train,human breast cancer
498,3011,2,026.tiff,26,train,human breast cancer
2486,1853,2,026.tiff,26,train,human breast cancer
2230,4178,2,026.tiff,26,train,human breast cancer
498,2107,2,026.tiff,26,train,human breast cancer
2166,394,1,027.tiff,27,train,human breast cancer
1575,23,1,027.tiff,27,train,human breast cancer
2226,63,2,027.tiff,27,train,human breast cancer
2752,404,2,027.tiff,27,train,human breast cancer
1638,225,2,027.tiff,27,train,human breast cancer
823,389,1,027.tiff,27,train,human breast cancer
712,371,1,027.tiff,27,train,human breast cancer
1317,849,2,027.tiff,27,train,human breast cancer
416,982,1,027.tiff,27,train,human breast cancer
404,888,2,027.tiff,27,train,human breast cancer
3405,524,2,027.tiff,27,train,human breast cancer
3447,473,2,027.tiff,27,train,human breast cancer
4243,337,2,027.tiff,27,train,human breast cancer
3096,137,2,027.tiff,27,train,human breast cancer
5588,303,2,027.tiff,27,train,human breast cancer
